Language_Code,Language_Name,ISO_Code,Language_Script,sentences,LLaMA 2_Token_Count,LLaMA 3_Token_Count,Aya_Token_Count,GPT-4o_Token_Count,Gemma-2b_Token_Count,LLaMA 2_Token_Count_Per_Sentence,LLaMA 3_Token_Count_Per_Sentence,Aya_Token_Count_Per_Sentence,GPT-4o_Token_Count_Per_Sentence,Gemma-2b_Token_Count_Per_Sentence
est_Latn,Estonian,est,Latn,1012.0,56059.0,50489.0,49262.0,40193.0,43721.0,55.394268774703555,49.890316205533594,48.67786561264822,39.716403162055336,43.202569169960476
eus_Latn,Basque,eus,Latn,1012.0,56974.0,50579.0,48584.0,43099.0,46513.0,56.298418972332016,49.97924901185771,48.00790513833992,42.58794466403162,45.96146245059288
ewe_Latn,Ewe,ewe,Latn,1012.0,71778.0,71707.0,65754.0,63141.0,60303.0,70.92687747035573,70.85671936758894,64.97430830039525,62.39229249011858,59.58794466403162
fao_Latn,Faroese,fao,Latn,1012.0,61297.0,55489.0,54500.0,44473.0,51507.0,60.5701581027668,54.83102766798419,53.85375494071146,43.94565217391305,50.89624505928854
fij_Latn,Fijian,fij,Latn,1012.0,64250.0,58317.0,56415.0,49782.0,53359.0,63.48814229249012,57.62549407114624,55.74604743083004,49.191699604743086,52.726284584980235
fin_Latn,Finnish,fin,Latn,1012.0,60718.0,53949.0,53261.0,41970.0,46203.0,59.99802371541502,53.309288537549406,52.6294466403162,41.472332015810274,45.655138339920946
fon_Latn,Fon,fon,Latn,1012.0,89351.0,98627.0,78714.0,77583.0,72822.0,88.29150197628458,97.45750988142292,77.78063241106719,76.66304347826087,71.95849802371542
fra_Latn,French,fra,Latn,1012.0,47113.0,43528.0,37307.0,36864.0,39292.0,46.55434782608695,43.01185770750988,36.86462450592885,36.426877470355734,38.82608695652174
fur_Latn,Friulian,fur,Latn,1012.0,54229.0,49726.0,47135.0,46561.0,47344.0,53.58596837944664,49.13636363636363,46.57608695652174,46.008893280632414,46.78260869565217
fuv_Latn,Nigerian Fulfulde,fuv,Latn,1012.0,54815.0,49724.0,48043.0,43049.0,45713.0,54.16501976284585,49.134387351778656,47.473320158102766,42.53853754940712,45.17094861660079
gla_Latn,Scottish Gaelic,gla,Latn,1012.0,73478.0,65170.0,64288.0,53455.0,60639.0,72.60671936758894,64.39723320158103,63.52569169960474,52.82114624505929,59.9199604743083
gle_Latn,Irish,gle,Latn,1012.0,68465.0,61822.0,60304.0,49674.0,57113.0,67.65316205533597,61.08893280632411,59.58893280632411,49.08498023715415,56.43577075098814
glg_Latn,Galician,glg,Latn,1012.0,47130.0,42350.0,36489.0,35882.0,37725.0,46.57114624505929,41.84782608695652,36.05632411067194,35.45652173913044,37.277667984189726
grn_Latn,Guarani,grn,Latn,1012.0,62935.0,56559.0,53622.0,47791.0,53516.0,62.18873517786561,55.88833992094862,52.98616600790514,47.22430830039526,52.88142292490119
guj_Gujr,Gujarati,guj,Gujr,1012.0,310340.0,208292.0,209726.0,48148.0,51456.0,306.6600790513834,205.82213438735178,207.2391304347826,47.57707509881423,50.84584980237154
hat_Latn,Haitian Creole,hat,Latn,1012.0,50184.0,46094.0,44247.0,37949.0,42587.0,49.58893280632411,45.547430830039524,43.722332015810274,37.49901185770751,42.08201581027668
hau_Latn,Hausa,hau,Latn,1012.0,59879.0,53586.0,50762.0,41664.0,47902.0,59.16897233201581,52.95059288537549,50.1600790513834,41.1699604743083,47.33399209486166
heb_Hebr,Hebrew,heb,Hebr,1012.0,102396.0,99040.0,38323.0,39869.0,48008.0,101.18181818181819,97.86561264822134,37.86857707509881,39.39624505928854,47.43873517786561
hin_Deva,Hindi,hin,Deva,1012.0,142543.0,68645.0,88124.0,42301.0,36550.0,140.85276679841897,67.83102766798419,87.0790513833992,41.79940711462451,36.116600790513836
hne_Deva,Chhattisgarhi,hne,Deva,1012.0,137762.0,67299.0,86764.0,46499.0,41373.0,136.12845849802372,66.50098814229248,85.73517786561264,45.94762845849802,40.88241106719368
hrv_Latn,Croatian,hrv,Latn,1012.0,52868.0,48121.0,47040.0,39829.0,41225.0,52.241106719367586,47.55039525691699,46.48221343873518,39.35671936758893,40.73616600790514
hun_Latn,Hungarian,hun,Latn,1012.0,56828.0,57477.0,57241.0,48217.0,46564.0,56.15415019762846,56.79545454545455,56.562252964426875,47.64525691699605,46.01185770750988
hye_Armn,Armenian,hye,Armn,1012.0,158400.0,235282.0,155679.0,48054.0,78029.0,156.52173913043478,232.4920948616601,153.83300395256916,47.484189723320156,77.10375494071147
ibo_Latn,Igbo,ibo,Latn,1012.0,73913.0,65228.0,65917.0,44772.0,59761.0,73.03656126482214,64.45454545454545,65.13537549407114,44.241106719367586,59.05237154150198
ilo_Latn,Ilocano,ilo,Latn,1012.0,63872.0,55364.0,54293.0,49540.0,51441.0,63.11462450592885,54.70750988142292,53.64920948616601,48.952569169960476,50.83102766798419
ind_Latn,Indonesian,ind,Latn,1012.0,55971.0,41879.0,30544.0,33586.0,32293.0,55.30731225296443,41.38241106719368,30.181818181818183,33.187747035573125,31.9100790513834
isl_Latn,Icelandic,isl,Latn,1012.0,62340.0,56867.0,55429.0,43233.0,51438.0,61.60079051383399,56.19268774703557,54.77173913043478,42.7203557312253,50.82806324110672
ita_Latn,Italian,ita,Latn,1012.0,46818.0,44517.0,36603.0,39483.0,38326.0,46.262845849802375,43.98913043478261,36.16897233201581,39.01482213438735,37.87154150197628
jav_Latn,Javanese,jav,Latn,1012.0,54641.0,46517.0,41937.0,36834.0,41055.0,53.99308300395257,45.965415019762844,41.4397233201581,36.39723320158103,40.56818181818182
jpn_Jpan,Japanese,jpn,Jpan,1012.0,69406.0,41055.0,33870.0,44562.0,33910.0,68.58300395256917,40.56818181818182,33.46837944664031,44.033596837944664,33.50790513833992
kab_Latn,Kabyle,kab,Latn,1012.0,63451.0,64760.0,59302.0,57486.0,57424.0,62.698616600790515,63.99209486166008,58.598814229249015,56.80434782608695,56.74308300395257
kac_Latn,Jingpho,kac,Latn,1012.0,72601.0,63991.0,62800.0,57478.0,58971.0,71.7401185770751,63.23221343873518,62.055335968379445,56.79644268774704,58.27173913043478
kam_Latn,Kamba,kam,Latn,1012.0,60482.0,54367.0,52586.0,48928.0,51413.0,59.76482213438735,53.722332015810274,51.962450592885375,48.34782608695652,50.80335968379447
kan_Knda,Kannada,kan,Knda,1012.0,336699.0,240752.0,230110.0,52979.0,53264.0,332.70652173913044,237.89723320158103,227.3814229249012,52.35079051383399,52.63241106719368
kas_Arab,Kashmiri (Arabic script),kas,Arab,1012.0,137948.0,72037.0,89886.0,60046.0,53588.0,136.31225296442688,71.18280632411067,88.8201581027668,59.33399209486166,52.952569169960476
kas_Deva,Kashmiri (Devanagari script),kas,Deva,1012.0,137948.0,72037.0,89886.0,60046.0,53588.0,136.31225296442688,71.18280632411067,88.8201581027668,59.33399209486166,52.952569169960476
kat_Geor,Georgian,kat,Geor,1012.0,150796.0,265071.0,152274.0,47999.0,63233.0,149.0079051383399,261.92786561264825,150.4683794466403,47.4298418972332,62.48320158102767
knc_Arab,Central Kanuri (Arabic script),knc,Arab,1012.0,68196.0,63631.0,60655.0,57119.0,55318.0,67.38735177865613,62.876482213438734,59.93577075098814,56.441699604743086,54.66205533596838
knc_Latn,Central Kanuri (Latin script),knc,Latn,1012.0,68196.0,63631.0,60655.0,57119.0,55318.0,67.38735177865613,62.876482213438734,59.93577075098814,56.441699604743086,54.66205533596838
kaz_Cyrl,Kazakh,kaz,Cyrl,1012.0,79315.0,83847.0,71895.0,42615.0,56276.0,78.37450592885375,82.85276679841897,71.04249011857708,42.109683794466406,55.608695652173914
kbp_Latn,Kabiyè,kbp,Latn,1012.0,108692.0,127588.0,110623.0,104901.0,87729.0,107.40316205533597,126.07509881422925,109.31126482213439,103.65711462450592,86.68873517786561
kea_Latn,Kabuverdianu,kea,Latn,1012.0,50521.0,45881.0,42781.0,41601.0,43480.0,49.92193675889328,45.33695652173913,42.273715415019765,41.10770750988142,42.96442687747036
khm_Khmr,Khmer,khm,Khmr,1012.0,315983.0,237878.0,248452.0,89682.0,75139.0,312.2361660079051,235.05731225296444,245.50592885375494,88.61857707509881,74.24802371541502
kik_Latn,Kikuyu,kik,Latn,1012.0,78811.0,72792.0,70886.0,69852.0,69484.0,77.87648221343873,71.92885375494072,70.04545454545455,69.02371541501977,68.6600790513834
kin_Latn,Kinyarwanda,kin,Latn,1012.0,64680.0,57449.0,55605.0,46035.0,54332.0,63.91304347826087,56.76778656126482,54.94565217391305,45.48913043478261,53.687747035573125
kir_Cyrl,Kyrgyz,kir,Cyrl,1012.0,77515.0,78820.0,65796.0,44976.0,53678.0,76.59584980237155,77.88537549407114,65.01581027667984,44.44268774703557,53.041501976284586
kmb_Latn,Kimbundu,kmb,Latn,1012.0,64260.0,57255.0,53458.0,49277.0,52085.0,63.49802371541502,56.57608695652174,52.82411067193676,48.69268774703557,51.46739130434783
kmr_Latn,Northern Kurdish,kmr,Latn,1012.0,64919.0,58655.0,55833.0,54201.0,54485.0,64.14920948616601,57.959486166007906,55.17094861660079,53.558300395256914,53.83893280632411
kon_Latn,Kikongo,kon,Latn,1012.0,61252.0,53556.0,50375.0,47267.0,50857.0,60.52569169960474,52.92094861660079,49.777667984189726,46.70652173913044,50.25395256916996
kor_Hang,Korean,kor,Hang,1012.0,98386.0,40447.0,34995.0,39574.0,38281.0,97.21936758893281,39.96739130434783,34.5800395256917,39.10474308300395,37.82707509881423
lao_Laoo,Lao,lao,Laoo,1012.0,356115.0,238912.0,260723.0,221170.0,72042.0,351.89229249011856,236.07905138339922,257.6314229249012,218.54743083003953,71.18774703557312
lij_Latn,Ligurian,lij,Latn,1012.0,58313.0,53456.0,51839.0,48629.0,51881.0,57.62154150197628,52.82213438735178,51.22430830039526,48.05237154150198,51.265810276679844
lim_Latn,Limburgish,lim,Latn,1012.0,52614.0,48941.0,46303.0,43144.0,46024.0,51.9901185770751,48.36067193675889,45.75395256916996,42.63241106719368,45.47826086956522
lin_Latn,Lingala,lin,Latn,1012.0,56934.0,50558.0,49243.0,43459.0,47775.0,56.258893280632414,49.958498023715414,48.65909090909091,42.94367588932806,47.208498023715414
lit_Latn,Lithuanian,lit,Latn,1012.0,59622.0,58318.0,52133.0,45072.0,46373.0,58.91501976284585,57.626482213438734,51.51482213438735,44.537549407114625,45.823122529644266
lmo_Latn,Lombard,lmo,Latn,1012.0,58925.0,54820.0,52824.0,49564.0,52626.0,58.226284584980235,54.1699604743083,52.19762845849802,48.976284584980235,52.00197628458498
ltg_Latn,Latgalian,ltg,Latn,1012.0,62965.0,58437.0,55184.0,50673.0,52516.0,62.21837944664031,57.74407114624506,54.5296442687747,50.07213438735178,51.89328063241107
ltz_Latn,Luxembourgish,ltz,Latn,1012.0,57309.0,53538.0,50714.0,44827.0,50165.0,56.6294466403162,52.90316205533597,50.112648221343875,44.29545454545455,49.5701581027668
lua_Latn,Luba-Kasai,lua,Latn,1012.0,60450.0,52427.0,49697.0,45661.0,48313.0,59.73320158102767,51.805335968379445,49.10770750988142,45.119565217391305,47.7401185770751
lug_Latn,Ganda,lug,Latn,1012.0,60492.0,52783.0,51736.0,44771.0,50461.0,59.77470355731225,52.15711462450593,51.12252964426877,44.2401185770751,49.862648221343875
luo_Latn,Luo,luo,Latn,1012.0,55770.0,49308.0,48264.0,45065.0,47541.0,55.108695652173914,48.723320158102766,47.691699604743086,44.530632411067195,46.97727272727273
lus_Latn,Mizo,lus,Latn,1012.0,59564.0,52838.0,51453.0,49129.0,49949.0,58.85770750988142,52.21146245059288,50.84288537549407,48.54644268774704,49.35671936758893
lvs_Latn,Standard Latvian,lvs,Latn,1012.0,66216.0,62643.0,58116.0,48725.0,52127.0,65.43083003952569,61.9001976284585,57.426877470355734,48.14723320158103,51.508893280632414
mag_Deva,Magahi,mag,Deva,1012.0,139208.0,69568.0,88514.0,46161.0,41066.0,137.55731225296444,68.74308300395256,87.46442687747036,45.61363636363637,40.57905138339921
mai_Deva,Maithili,mai,Deva,1012.0,143977.0,70335.0,89671.0,47270.0,45459.0,142.2697628458498,69.50098814229248,88.60770750988142,46.709486166007906,44.9199604743083
mal_Mlym,Malayalam,mal,Mlym,1012.0,172313.0,242792.0,247289.0,52604.0,51126.0,170.2697628458498,239.91304347826087,244.35671936758894,51.980237154150196,50.519762845849804
mar_Deva,Marathi,mar,Deva,1012.0,142720.0,76643.0,101929.0,48973.0,39029.0,141.02766798418972,75.73418972332016,100.7203557312253,48.39229249011858,38.566205533596836
min_Arab,Minangkabau (Arabic script),min,Arab,1012.0,56652.0,47920.0,42893.0,41929.0,43056.0,55.980237154150196,47.351778656126484,42.384387351778656,41.43181818181818,42.54545454545455
min_Latn,Minangkabau (Latin script),min,Latn,1012.0,56652.0,47920.0,42893.0,41929.0,43056.0,55.980237154150196,47.351778656126484,42.384387351778656,41.43181818181818,42.54545454545455
mkd_Cyrl,Macedonian,mkd,Cyrl,1012.0,58531.0,57799.0,53217.0,47988.0,49320.0,57.83695652173913,57.11363636363637,52.58596837944664,47.41897233201581,48.73517786561265
plt_Latn,Plateau Malagasy,plt,Latn,1012.0,67362.0,60535.0,59109.0,48177.0,56920.0,66.56324110671937,59.81719367588933,58.40810276679842,47.605731225296445,56.24505928853755
mlt_Latn,Maltese,mlt,Latn,1012.0,68629.0,65217.0,62410.0,50214.0,59736.0,67.81521739130434,64.44367588932806,61.6699604743083,49.61857707509881,59.027667984189726
mni_Beng,Meitei (Bengali script),mni,Beng,1012.0,182465.0,181234.0,169309.0,82584.0,69070.0,180.3013833992095,179.08498023715416,167.3013833992095,81.60474308300395,68.25098814229248
khk_Cyrl,Halh Mongolian,khk,Cyrl,1012.0,86716.0,87852.0,73644.0,50794.0,64071.0,85.68774703557312,86.81027667984189,72.7707509881423,50.191699604743086,63.31126482213439
mos_Latn,Mossi,mos,Latn,1012.0,66254.0,58583.0,57705.0,54716.0,55124.0,65.46837944664031,57.88833992094862,57.02075098814229,54.06719367588933,54.4703557312253
mri_Latn,Maori,mri,Latn,1012.0,69424.0,63653.0,60125.0,49108.0,56400.0,68.60079051383399,62.898221343873516,59.41205533596838,48.52569169960474,55.73122529644269
mya_Mymr,Burmese,mya,Mymr,1012.0,260004.0,316732.0,239812.0,85034.0,66308.0,256.9209486166008,312.97628458498025,236.9683794466403,84.02569169960475,65.52173913043478
nld_Latn,Dutch,nld,Latn,1012.0,46923.0,43443.0,35140.0,33517.0,38522.0,46.366600790513836,42.92786561264822,34.723320158102766,33.119565217391305,38.06521739130435
nno_Latn,Norwegian Nynorsk,nno,Latn,1012.0,49276.0,44341.0,45120.0,37811.0,41038.0,48.691699604743086,43.81521739130435,44.58498023715415,37.362648221343875,40.551383399209485
nob_Latn,Norwegian Bokmål,nob,Latn,1012.0,47795.0,42251.0,44074.0,36257.0,38907.0,47.22826086956522,41.75,43.551383399209485,35.82707509881423,38.44565217391305
npi_Deva,Nepali,npi,Deva,1012.0,139548.0,70394.0,94746.0,43402.0,42462.0,137.89328063241106,69.5592885375494,93.62252964426878,42.887351778656125,41.958498023715414
nso_Latn,Northern Sotho,nso,Latn,1012.0,63949.0,58330.0,56254.0,50010.0,55025.0,63.190711462450594,57.63833992094862,55.58695652173913,49.41699604743083,54.37252964426877
nus_Latn,Nuer,nus,Latn,1012.0,89295.0,108382.0,94738.0,87386.0,80672.0,88.23616600790514,107.09683794466403,93.61462450592886,86.3498023715415,79.71541501976284
nya_Latn,Nyanja,nya,Latn,1012.0,63817.0,55772.0,53484.0,43325.0,51573.0,63.0602766798419,55.11067193675889,52.8498023715415,42.81126482213439,50.96146245059288
oci_Latn,Occitan,oci,Latn,1012.0,52996.0,49505.0,46975.0,43034.0,46548.0,52.36758893280632,48.91798418972332,46.41798418972332,42.523715415019765,45.99604743083004
gaz_Latn,West Central Oromo,gaz,Latn,1012.0,70324.0,62510.0,59783.0,50511.0,58646.0,69.4901185770751,61.76877470355731,59.07411067193676,49.91205533596838,57.95059288537549
ory_Orya,Odia,ory,Orya,1012.0,359215.0,330523.0,272049.0,133998.0,96212.0,354.95553359683794,326.60375494071144,268.82312252964425,132.4090909090909,95.07114624505928
pag_Latn,Pangasinan,pag,Latn,1012.0,47824.0,41898.0,40339.0,38391.0,40335.0,47.25691699604743,41.401185770750985,39.86067193675889,37.93577075098814,39.85671936758893
pan_Guru,Eastern Panjabi,pan,Guru,1012.0,293766.0,212284.0,215935.0,70361.0,74058.0,290.2826086956522,209.76679841897234,213.37450592885375,69.52667984189723,73.1798418972332
pap_Latn,Papiamento,pap,Latn,1012.0,52447.0,47069.0,44342.0,42574.0,44322.0,51.82509881422925,46.51086956521739,43.816205533596836,42.069169960474305,43.79644268774704
pes_Arab,Western Persian,pes,Arab,1012.0,123352.0,41383.0,40815.0,41137.0,40517.0,121.88932806324111,40.89229249011858,40.33102766798419,40.64920948616601,40.03656126482213
pol_Latn,Polish,pol,Latn,1012.0,54102.0,51380.0,37015.0,44035.0,41865.0,53.4604743083004,50.77075098814229,36.57608695652174,43.512845849802375,41.36857707509881
por_Latn,Portuguese,por,Latn,1012.0,45327.0,40088.0,32252.0,32933.0,35105.0,44.7895256916996,39.612648221343875,31.869565217391305,32.54249011857708,34.68873517786561
prs_Arab,Dari,prs,Arab,1012.0,120553.0,40600.0,39250.0,39671.0,39722.0,119.12351778656127,40.11857707509881,38.784584980237156,39.20059288537549,39.25098814229249
pbt_Arab,Southern Pashto,pbt,Arab,1012.0,130461.0,73030.0,71792.0,46124.0,51006.0,128.91403162055337,72.16403162055336,70.9407114624506,45.57707509881423,50.401185770750985
quy_Latn,Ayacucho Quechua,quy,Latn,1012.0,62501.0,56191.0,51891.0,49170.0,51190.0,61.7598814229249,55.52470355731225,51.27569169960474,48.58695652173913,50.58300395256917
ron_Latn,Romanian,ron,Latn,1012.0,54193.0,50786.0,38283.0,43869.0,43749.0,53.55039525691699,50.183794466403164,37.82905138339921,43.348814229249015,43.230237154150196
run_Latn,Rundi,run,Latn,1012.0,65211.0,57652.0,55664.0,47847.0,54571.0,64.43774703557312,56.96837944664031,55.00395256916996,47.2796442687747,53.92391304347826
rus_Cyrl,Russian,rus,Cyrl,1012.0,51886.0,43922.0,35135.0,38191.0,38036.0,51.27075098814229,43.401185770750985,34.71837944664031,37.73814229249012,37.58498023715415
